,Name,Acronym,Founded,Screenshot,Address,Tel,Fax,Other locations,Gender,International Students,Selection Type,Admission Rate,Admission Office,Student Enrollment,Academic Staff,Control Type,Entity Type,Academic Calendar,Campus Setting,Religious Affiliation,Library,Housing,Sport Facilities,Financial Aids,Study Abroad,Distance Learning,Academic Counseling,Career Services,Institutional Hospital,country rank,world rank,Facebook,Twitter,Linkedin,Youtube,Instagram,undergratuate_local,under_local,post_local,postgraduate_international,under_inter,post_inter,Colours,Motto
79,University of the Littoral Opal Coast,ULCO,1991 ,"

 ",1 Place de l'Yser; Boîte Postale 71022 Dunkerque  59375 Hauts-de-France France, +33 (0)3 28 23 73 73, +33 (0)3 28 23 73 13,Boulogne-sur-Mer, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", Not available,"1, Place de l'Yser - BP 71022 Dunkerque 59375 (0)3 28 23 73 46 ","  8,000-8,999","
 500-599","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported, Yes,Not reported,80,1898,https://www.facebook.com/ULCO.Univ,https://twitter.com/ULCO_Univ,https://www.linkedin.com/school/ulco-univ/,https://www.youtube.com/channel/UCx0VyxMXqjmKOxln7Hw-FqQ,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)",,
80,Télécom SudParis,,1979 ,"

 ","9, Rue Charles Fourier Évry  91011 Ile-de-France France", +33 (0)1 60 76 42 04, +33 (0)1 60 77 43 37,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", 0-10%,"9, Rue Charles Fourier Evry 91011 (0)1 60 76 46 21 ","  1,000-1,999","
 50-99","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,81,1913,https://www.facebook.com/TelecomSudParis,https://twitter.com/TelecomSudParis,https://www.linkedin.com/school/t%C3%A9l%C3%A9com-sudparis/,https://www.youtube.com/channel/UCXqiydn9Lpetf0D8QHq3gRw,,Local students,"2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)",,"Apprenons à voler ensemble Moving forward, together"
81,Artois University,Artois,1992 ,"

 ","9, Rue du Temple; Boîte Postale 665 Arras  62030 Hauts-de-France France", +33 (0)3 21 60 37 00, +33 (0)3 21 60 37 37,"Béthune, Douai, Lens, Liévin", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,"9, Rue du Temple, BP 665 Arras 62030  ","  10,000-14,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,82,1939,https://www.facebook.com/Universite.Artois,https://twitter.com/Univ_Artois,https://www.linkedin.com/school/universite-dartois/,https://www.youtube.com/channel/UC1TiMsZDH5ebm43epegtn1w,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
82,University of Southern Brittany,UBS,1995 ,"

 ",Rue Armand Guillemot; Boîte Postale 92116 Lorient  56321 Bretagne France, +33 (0)2 97 87 66 66, +33 (0)2 97 87 66 12,"Vannes, Pontivy", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," None, open admission policy", Not available,"Rue Armand Guillemot, BP 92116 Lorient 56321 (0)2 97 87 66 70 ","  8,000-8,999","
 700-799","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes, Not reported,"
 Yes",  Yes,Not reported,Not reported,Not reported,83,1983,https://www.facebook.com/UBS.universite,https://twitter.com/ubs_universite,https://www.linkedin.com/school/universite-bretagne-sud/,https://www.youtube.com/channel/UCmHx-RTNSTLsZapKcW-viWg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,A University between land and sea 
83,Polytechnic University of Hauts-de-France,UPHF,1964 ,"

 ",Campus Mont Houy Valenciennes  59313 Hauts-de-France France, +33 (0)3 27 51 12 34, +33 (0)3 27 51 11 00,"Cambrai, Maubeuge, Wallers-Arenberg", Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,Le Mont Houy Valenciennes 59313 (0)3 27 51 10 05 ,"  15,000-19,999","
 1,000-1,499","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported, Yes, Yes,Not reported,84,1991,https://www.facebook.com/uphfofficiel,https://twitter.com/UphfOfficiel,https://www.linkedin.com/school/uphf/,https://www.youtube.com/channel/UCzSXcluZzP9aXXkF4IW5Jyg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",,
84,Graduate School of Computer Science and Advanced Technologies,EPITA,1984 ,"

 ","14/16, Rue Voltaire Le Kremlin-Bicêtre  94270 Ile-de-France France", +33 (0)1 80 51 71 37, +33 (0)1 44 08 01 99,"Lyon, Rennes, Strasbourg, Toulouse", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 0-10%,   ,"  1,000-1,999","
 200-299","
 Private",Not reported,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,85,1997,https://www.facebook.com/epita,https://twitter.com/epita,https://www.linkedin.com/school/epita-ecole-ingenieurs-informatique/,https://www.youtube.com/channel/UC33NtVL7bStj4FmWeIstKqg,,Local students,"5,000-7,500 US$ (3,700-5,500 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",International students,"5,000-7,500 US$ (3,700-5,500 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",Royal blue,Digital Intelligence Computer science and information technology
85,Avignon University,AU,1984 Origins date back to 1303,"

 ","74, Rue Louis-Pasteur Avignon  84029 Provence-Alpes-Cote d Azur France", +33 (0)4 90 16 25 00, +33 (0)4 90 16 25 10,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", Not reported,"74, Rue Louis-Pasteur Avignon 84029 (0)4 90 16 26 39 ","  7,000-7,999","
 900-999","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported, Yes, Yes,Not reported,86,2014,https://www.facebook.com/Universite.Avignon,https://twitter.com/univavignon,https://www.linkedin.com/school/avignon-universit%C3%A9/,https://www.youtube.com/channel/UCcIev0zNMf3i9cUG9zYJuNA,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",Yellow and orange,"Ne pas attendre l'avenir, le faire ! The future is ours to build"
86,KEDGE Business School,KBS,2013 Merger between ESC Bordeaux (1874) and ESC Marseille (1872),"

 ",680 cours Libération Talence  33405 Nouvelle-Aquitaine France, +33 (0)5 56 84 55 55, +33 (0)5 56 84 55 00,"Marseille, Avignon, Bastia, Toulon, Bayonne, Dakar", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,   ,"  10,000-14,999","
 100-199","
 Private",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,87,2021,https://www.facebook.com/kedgebs,https://twitter.com/KedgeBS,https://www.linkedin.com/school/kedge-business-school/,https://www.youtube.com/channel/UCvsSwCMu5ZkvC3wnFVkx0DQ,,Local students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",International students,"10,000-12,500 US$ (7,400-9,200 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",,Get ready to love your future 
87,EHESP School of Public Health,EHESP,1945 ,"

 ","15, Avenue du Professeur Léon-Bernard - CS 74 312 Rennes  35043 Bretagne France", +33 (0)2 99 02 22 00, +33 (0)2 99 02 26 25,Paris, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", Not reported,"15, avenue du Pr. Léon Bernard - CS 74312 Saint-Grégoire 35043 (0)2 99 02 22 00 ","  9,000-9,999","
 400-499","
 Public",  Non-Profit,"
 Trimesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes, Not reported,"
 Yes",  Yes,Not reported, Yes,Not reported,88,2023,https://www.facebook.com/EHESP,https://twitter.com/EHESP,https://www.linkedin.com/school/ehesp/,https://www.youtube.com/channel/UCsiP716h9GwDKfy6BjR_8hw,,Local students,Not reported,Not reported,International students,Not reported,Not reported,Blue,
88,Higher Institute of Aeronautics and Space,ISAE-SUPAERO,2007 ,"

 ","10, Avenue Edouard Belin Toulouse  31055 Occitanie France", +33 (0)5 61 33 80 80, +33 (0)5 61 33 83 30,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not available,"10, Avenue Edouard Belin Toulouse 31055 (0)5 61 33 80 80 ","  1,000-1,999","
 400-499","
 Public",  Non-Profit,"
 Continuous","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported, Yes,Not reported,89,2029,https://www.facebook.com/isae.supaero,https://twitter.com/ISAE_officiel,https://www.linkedin.com/school/isae/,https://www.youtube.com/channel/UCgkWGmZzROjwtuibT2I7J_g,,Local students,"0-1,000 US$ (0-750 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)",International students,"0-1,000 US$ (0-750 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)","Blue, cyan, red and green",L'excellence passionnément Excellence with passion
89,Eurecom,,1991 ,"

 ","Campus SophiaTech, 450 Route des Chappes, CS 50193 Biot Sophia-Antipolis  06904 Provence-Alpes-Cote d Azur France", +33 (0)4 93 00 81 00, +33 (0)4 93 00 82 00,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on students' past academic record and grades", Not reported,"450 route des chappes, CS 50163 Biot Sophia Antipolis cedex 06904 (0)4 93 00 81 00 ",  under-250,"
 under-50","
 Public Private Partnership",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes , Not reported,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,90,2063,https://www.facebook.com/eurecomCommunication,https://twitter.com/eurecom,https://www.linkedin.com/school/eurecom/,https://www.youtube.com/channel/UCScZ5lmq9SXwu5PQRmn4z0A,,Local students,Not reported,"2,500-5,000 US$ (1,800-3,700 Euro)",International students,Not reported,"7,500-10,000 US$ (5,500-7,400 Euro)",Blue and grey,
90,University of Évry Val d'Essonne,UEVE,1991 ,"

 ",Boulevard François Mitterrand Évry  91025 Ile-de-France France, +33 (0)1 69 47 70 00, +33 (0)1 64 97 27 34,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  8,000-8,999", Not reported,"
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,91,2123,https://www.facebook.com/UnivEvry,https://twitter.com/UnivEvry,https://www.linkedin.com/school/univevry/,https://www.youtube.com/channel/UC50--js8AU52m4w89OBSn7w,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
91,National Institute for Oriental Languages and Civilizations,INALCO,1873 Merger between the École des jeunes de langues (1669) and The École spéciale des langues orientales (1795),"

 ",65 rue des Grands Moulins Paris  75214 Ile-de-France France, +33 (0)1 81 70 10 14, +33 ,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission",Not reported, Not reported,   ,"  8,000-8,999","
 200-299","
 Public",  Non-Profit, Not reported,Not reported,None,"
 Yes   ", Not reported , Not reported, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,92,2127,https://www.facebook.com/inalco.languesO,https://twitter.com/Inalco,https://www.linkedin.com/school/institut-national-des-langues-et-civilisations-orientales/,https://www.youtube.com/channel/UC1azikCtFTSP-cUQn3hpQOA,,Local students,Not reported,Not reported,International students,Not reported,Not reported,,Reach out the world 
92,Centrale Lille,EC Lille,1872 Origins date back to 1854,"

 ",Cité scientifique; CS 20048 Villeneuve-d'Ascq  59651 Hauts-de-France France, +33 (0)3 20 33 53 53, +33 (0)3 20 33 54 99,Lens, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,Cité scientifique - CS 20048 Villeneuve d'Ascq 59651 (0)3 20 33 53 08 ,"  1,000-1,999","
 100-199","
 Public",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,93,2138,https://www.facebook.com/EcoleCentraleLille,https://twitter.com/centralelille,https://www.linkedin.com/school/centrale-lille/,https://www.youtube.com/channel/UCMvRXDQ2_lj2nMK6AYbPUYg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",Orange and blue,
93,Central School of Nantes,ECN,1919 ,"

 ",1 Rue de la Noë; Boîte Postale 92101 Nantes  44321 Pays de la Loire France, +33 (0)2 40 37 25 74, +33 (0)2 40 37 25 22,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 10-20%,"1 Rue de la Noë, BP 92101 Nantes 44321 (0)2 40 37 25 74 ","  1,000-1,999","
 100-199","
 Public",  Non-Profit,"
 Continuous","
 Urban",None,"
 Yes   ", Not reported ,  Yes, Not reported,"
 Yes", Not reported,Not reported,Not reported,Not reported,94,2216,https://www.facebook.com/CentraleNantes,https://twitter.com/centralenantes,https://www.linkedin.com/school/ecole-centrale-de-nantes/,https://www.youtube.com/channel/UCfnMm83qusldO19w2O32KKA,,Local students,"0-1,000 US$ (0-750 Euro)","1,000-2,500 US$ (750-1,800 Euro)",International students,"0-1,000 US$ (0-750 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)",,A Grande école without boundaries 
94,"National Institute for Applied Sciences, Toulouse",INSA Toulouse,1963 ,"

 ","135, Avenue de Rangueil Toulouse  31077 Occitanie France", +33 (0)5 61 55 95 13, +33 (0)5 61 55 95 00,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 0-10%,"Service enseignement, INSA Toulouse, 135 Avenue de Rangueil Toulouse 31077 (0)5 61 55 95 25 ","  2,000-2,999","
 400-499","
 Public",  Non-Profit,"
 Semesters","
 Suburban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,95,2217,https://www.facebook.com/INSAToulouse,https://twitter.com/INSAToulouse,https://www.linkedin.com/school/institut-national-des-sciences-appliqu%C3%A9es-de-toulouse/,https://www.youtube.com/channel/UCLAT8H9ygs2h5FEOoSETkug,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
95,National Institute of Public Service,INSP,2022 Origins date back to 1945,"

 ",1 Rue Sainte-Marguerite Strasbourg  67000 Grand Est France, +33 (0)3 88 21 44 44, +33 (0)3 88 21 44 59,, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,1 Rue Sainte-Marguerite Strasbourg 67000 (0)3 88 21 44 44 ,  250-499, Not reported,"
 Public",  Non-Profit, Not reported,"
 Urban",None,"
 Yes   ", Not reported , Not reported, Not reported, Not reported, Not reported,Not reported,Not reported,Not reported,96,2223,https://www.facebook.com/insp.gouv.fr,https://twitter.com/INSP_Fr,https://www.linkedin.com/school/insp-institut-national-du-service-public/,https://www.youtube.com/channel/UCFaF0xJcTDYgKoeP_4mK7gg,,Local students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",International students,"0-1,000 US$ (0-750 Euro)","0-1,000 US$ (0-750 Euro)",,
96,NEOMA Business School,,2013 Merger between ESC Rouen (1871) and ESC Reims (1928),"

 ","1, Rue du Maréchal Juin Mont-Saint-Aignan  76130 Normandie France", +33 (0)2 32 82 57 00, +33 (0)2 32 82 57 01,Reims, Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", Not reported,"1, Rue du Maréchal Juin Mont saint Aignan 76 825 (0)2 32 82 57 00 ","  7,000-7,999","
 200-299","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes", Not reported,Not reported,Not reported,Not reported,97,2267,https://www.facebook.com/NEOMAbs,https://twitter.com/neomabs,https://www.linkedin.com/school/neoma-business-school/,https://www.youtube.com/channel/UCKJ13Fk5VbJ0MXA4LceoG4w,,Local students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",International students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)","Green, yellow and blue","Explorer de nouveaux mondes, entreprendre en leaders responsables Explore new worlds, go forward as responsible leaders"
97,Grenoble Graduate School of Business,GEM,1984 ,"

 ","12, Rue Pierre Sémard Grenoble  38000 Auvergne-Rhone-Alpes France", +33 (0)4 76 70 60 60, +33 (0)4 76 70 61 77,"Paris, London, Singapore, Moscow, Malta", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations and students' past academic record and grades", 50-60%,12 Rue Pierre Sémard Grenoble 38000 (0)4 76 70 60 60 ,"  5,000-5,999","
 100-199","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ", Not reported ,  Yes,  Yes,"
 Yes",  Yes, Yes, Yes,Not reported,98,2268,https://www.facebook.com/GrenobleEM,https://twitter.com/grenoble_em,https://www.linkedin.com/school/grenoble-ecole-de-management/,https://www.youtube.com/channel/UCjA22pgPEWtIfTBiZunsW4g,,Local students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)",International students,"12,500-15,000 US$ (9,200-11,000 Euro)","15,000-17,500 US$ (11,000-12,900 Euro)","Blue, grey and white","Management, Technology and Innovation "
98,SKEMA Business School,SKEMA,1892 ,"

 ",Avenue Willy Brandt Lille  59777 Hauts-de-France France, +33 (0)3 20 21 59 62, +33 (0)3 20 21 59 59,"Nice, Paris, Raleigh, Belo Horizonte", Men and Women (coed)," Yes, international applicants are welcome to apply for admission"," Yes, based on entrance examinations", Not reported,Avenue Willy Brandt Euralille 59777 (0)3 20 21 59 62 ,"  7,000-7,999","
 100-199","
 Private",  Non-Profit,"
 Semesters","
 Urban",None,"
 Yes   ",  Yes ,  Yes,  Yes,"
 Yes",  Yes,Not reported,Not reported,Not reported,99,2306,https://www.facebook.com/SKEMA.Business.School,https://twitter.com/Skema_BS,https://www.linkedin.com/school/skema-business-school/,https://www.youtube.com/channel/UCe7qLPaOM_nKULhpnZIGqMA,,Local students,"12,500-15,000 US$ (9,200-11,000 Euro)","17,500-20,000 US$ (12,900-14,700 Euro)",International students,"12,500-15,000 US$ (9,200-11,000 Euro)","17,500-20,000 US$ (12,900-14,700 Euro)","White, red and grey",Your Future - Our Ambition 
